Schulnummer;Anzahl;
"164112";"482";
"164124";"1484";
"164136";"1678";
"164148";"1473";
"164150";"377";
"164161";"1378";
"164173";"438";
"164185";"1544";
"164197";"1445";
"164203";"1555";
"164215";"582";
"164227";"916";
"164239";"1359";
"164240";"1110";
"164252";"784";
"164264";"1019";
"164276";"1236";
"164290";"1303";
"164306";"879";
"164318";"927";
"164320";"1230";
"164343";"743";
"164355";"966";
"164379";"1008";
"164380";"1124";
"164392";"963";
"164409";"882";
"164434";"967";
"164446";"718";
"164458";"993";
"164460";"1213";
"164471";"745";
"164483";"673";
"164495";"918";
"164501";"660";
"164513";"979";
"164525";"762";
"164537";"738";
"164549";"1055";
"164586";"1038";
"164598";"796";
"164604";"765";
"164616";"1238";
"164641";"738";
"164665";"915";
"164677";"864";
"164707";"946";
"164719";"1263";
"164720";"544";
"164732";"657";
"164744";"603";
"164756";"619";
"164770";"1093";
"164781";"842";
"164793";"893";
"164800";"1009";
"164811";"916";
"164835";"518";
"164847";"858";
"164859";"724";
"164860";"1277";
"164872";"861";
"164884";"663";
"164896";"802";
"164902";"929";
"164914";"819";
"164926";"932";
"164938";"854";
"164940";"458";
"164951";"728";
"164963";"462";
"164975";"1030";
"164987";"677";
"164999";"716";
"165001";"1100";
"165013";"1090";
"165037";"992";
"165049";"635";
"165050";"812";
"165062";"822";
"165086";"613";
"165098";"881";
"165104";"1085";
"165116";"904";
"165128";"876";
"165130";"979";
"165141";"903";
"165153";"1091";
"165165";"978";
"165189";"839";
"165190";"952";
"165207";"839";
"165219";"816";
"165220";"1194";
"165244";"1095";
"165256";"701";
"165268";"674";
"165270";"992";
"165281";"713";
"165293";"694";
"165300";"920";
"165311";"677";
"165335";"870";
"165347";"971";
"165359";"873";
"165360";"769";
"165372";"1025";
"165384";"1509";
"165396";"1121";
"165402";"1062";
"165414";"792";
"165438";"710";
"165451";"905";
"165463";"856";
"165475";"695";
"165487";"753";
"165505";"728";
"165517";"896";
"165529";"920";
"165530";"820";
"165542";"870";
"165554";"803";
"165566";"970";
"165578";"785";
"165580";"634";
"165591";"748";
"165608";"969";
"165621";"714";
"165633";"650";
"165645";"675";
"165657";"716";
"165669";"852";
"165670";"710";
"165682";"736";
"165694";"770";
"165700";"726";
"165712";"942";
"165724";"1126";
"165736";"975";
"165748";"826";
"165750";"1015";
"165761";"945";
"165773";"1261";
"165785";"1213";
"165797";"1077";
"165803";"634";
"165815";"739";
"165827";"775";
"165839";"710";
"165852";"903";
"165864";"1035";
"165876";"792";
"165888";"1000";
"165906";"686";
"165918";"778";
"165920";"552";
"165931";"769";
"165955";"689";
"165979";"984";
"165980";"793";
"165992";"639";
"166005";"1147";
"166017";"882";
"166029";"998";
"166030";"757";
"166054";"913";
"166066";"853";
"166078";"833";
"166080";"913";
"166091";"790";
"166110";"907";
"166121";"971";
"166133";"682";
"166145";"1047";
"166157";"1039";
"166169";"1402";
"166182";"1111";
"166194";"1636";
"166200";"812";
"166212";"709";
"166224";"1114";
"166236";"923";
"166248";"745";
"166250";"947";
"166261";"720";
"166273";"862";
"166297";"545";
"166315";"728";
"166327";"778";
"166339";"761";
"166340";"951";
"166352";"952";
"166364";"1167";
"166376";"815";
"166388";"574";
"166390";"735";
"166406";"749";
"166418";"637";
"166420";"721";
"166431";"721";
"166443";"783";
"166455";"727";
"166467";"1208";
"166479";"996";
"166480";"903";
"166492";"745";
"166546";"757";
"166558";"844";
"166560";"1018";
"166583";"774";
"166595";"897";
"166601";"984";
"166613";"977";
"166625";"774";
"166637";"642";
"166649";"1192";
"166650";"1006";
"166662";"840";
"166686";"1110";
"166698";"704";
"166704";"920";
"166716";"971";
"166728";"1049";
"166730";"782";
"166741";"1956";
"166753";"862";
"166765";"978";
"166777";"840";
"166789";"664";
"166790";"1012";
"166807";"924";
"166819";"734";
"166820";"732";
"166832";"622";
"166844";"684";
"166856";"749";
"166868";"454";
"166870";"907";
"166881";"988";
"166893";"1046";
"166900";"1003";
"166911";"945";
"166923";"1391";
"166935";"1212";
"166947";"540";
"166959";"1497";
"166960";"579";
"166996";"613";
"167009";"1102";
"167010";"956";
"167022";"980";
"167034";"875";
"167046";"863";
"167058";"711";
"167060";"1092";
"167071";"797";
"167083";"651";
"167095";"979";
"167101";"707";
"167113";"909";
"167125";"750";
"167137";"868";
"167149";"1138";
"167150";"1019";
"167162";"418";
"167186";"975";
"167198";"721";
"167204";"1277";
"167216";"880";
"167228";"1059";
"167241";"1015";
"167253";"928";
"167265";"910";
"167277";"970";
"167289";"717";
"167290";"846";
"167307";"713";
"167319";"601";
"167320";"662";
"167332";"1094";
"167344";"599";
"167356";"956";
"167368";"770";
"167370";"1013";
"167381";"579";
"167393";"1195";
"167400";"660";
"167411";"871";
"167423";"865";
"167435";"702";
"167447";"1022";
"167459";"757";
"167460";"645";
"167472";"760";
"167484";"823";
"167496";"800";
"167502";"638";
"167514";"919";
"167526";"481";
"167538";"699";
"167540";"1069";
"167551";"582";
"167563";"854";
"167575";"618";
"167587";"974";
"167599";"695";
"167605";"1571";
"167629";"1164";
"167630";"1060";
"167642";"909";
"167654";"672";
"167666";"765";
"167678";"757";
"167680";"760";
"167691";"1338";
"167708";"954";
"167710";"643";
"167721";"1045";
"167733";"640";
"167745";"922";
"167757";"635";
"167770";"762";
"167782";"536";
"167794";"623";
"167800";"753";
"167812";"621";
"167824";"730";
"167836";"1191";
"167848";"796";
"167850";"905";
"167861";"688";
"167873";"541";
"167885";"879";
"167897";"933";
"167903";"905";
"167915";"960";
"167927";"639";
"167939";"1108";
"167940";"638";
"167952";"717";
"167976";"714";
"167988";"995";
"167990";"791";
"168002";"779";
"168014";"875";
"168026";"714";
"168038";"883";
"168040";"265";
"168051";"757";
"168063";"631";
"168075";"726";
"168087";"1476";
"168099";"766";
"168105";"607";
"168117";"700";
"168129";"578";
"168130";"781";
"168142";"669";
"168154";"433";
"168166";"730";
"168178";"641";
"168180";"755";
"168191";"716";
"168208";"697";
"168210";"1218";
"168221";"1040";
"168233";"773";
"168245";"960";
"168257";"1177";
"168269";"832";
"168270";"799";
"168282";"946";
"168294";"941";
"168312";"788";
"168336";"735";
"168348";"729";
"168350";"1021";
"168361";"854";
"168373";"724";
"168385";"746";
"168397";"925";
"168403";"1001";
"168415";"712";
"168427";"791";
"168439";"647";
"168440";"829";
"168452";"1066";
"168464";"826";
"168476";"746";
"168488";"648";
"168490";"763";
"168506";"879";
"168518";"1002";
"168520";"955";
"168531";"835";
"168543";"1002";
"168555";"974";
"168567";"1018";
"168579";"951";
"168580";"629";
"168592";"916";
"168610";"968";
"168622";"1035";
"168634";"677";
"168646";"805";
"168658";"891";
"168660";"776";
"168683";"777";
"168695";"859";
"168701";"614";
"168713";"794";
"168725";"760";
"168737";"712";
"168749";"991";
"168750";"1100";
"168762";"931";
"168774";"738";
"168786";"900";
"168798";"748";
"168804";"940";
"168816";"686";
"168828";"867";
"168830";"77";
"168853";"887";
"168865";"733";
"168877";"777";
"168889";"824";
"168890";"613";
"168907";"733";
"168920";"985";
"168932";"855";
"168944";"1167";
"168956";"1110";
"168970";"916";
"168981";"857";
"168993";"1166";
"169006";"906";
"169018";"694";
"169020";"1295";
"169031";"826";
"169043";"928";
"169055";"766";
"169067";"493";
"169079";"746";
"169080";"561";
"169092";"980";
"169109";"1488";
"169110";"751";
"169122";"1003";
"169134";"1048";
"169158";"936";
"169160";"846";
"169171";"920";
"169183";"836";
"169213";"955";
"169225";"852";
"169237";"732";
"169249";"981";
"169250";"936";
"169274";"1020";
"169286";"1118";
"169298";"904";
"169304";"934";
"169316";"1017";
"169328";"1018";
"169330";"921";
"169341";"718";
"169353";"884";
"169390";"1156";
"169407";"920";
"169419";"910";
"169420";"891";
"169456";"924";
"169468";"1016";
"169470";"516";
"169481";"675";
"169493";"802";
"169511";"842";
"169523";"633";
"169559";"722";
"169560";"751";
"169572";"550";
"169584";"958";
"169596";"922";
"169602";"648";
"169614";"764";
"169626";"983";
"169638";"939";
"169640";"961";
"169663";"932";
"169675";"715";
"169687";"695";
"169699";"764";
"169705";"764";
"169717";"696";
"169729";"767";
"169730";"920";
"169754";"945";
"169766";"792";
"169778";"905";
"169780";"878";
"169791";"620";
"169808";"641";
"169810";"854";
"169833";"676";
"169845";"671";
"169857";"720";
"169882";"157";
"169894";"805";
"169900";"644";
"169912";"788";
"169924";"740";
"169948";"493";
"169950";"1026";
"169961";"915";
"169973";"913";
"169985";"802";
"169997";"870";
"170008";"938";
"170010";"792";
"170021";"730";
"170033";"655";
"170069";"765";
"170070";"845";
"170082";"783";
"170094";"668";
"170112";"1189";
"170124";"716";
"170136";"620";
"170148";"838";
"170150";"699";
"170161";"483";
"170173";"716";
"170197";"695";
"170203";"676";
"170215";"620";
"170227";"740";
"170239";"534";
"170240";"705";
"170252";"832";
"170264";"852";
"170276";"947";
"170290";"647";
"170306";"486";
"170318";"790";
"170320";"687";
"170331";"720";
"170343";"612";
"170367";"771";
"170379";"704";
"170380";"663";
"170392";"900";
"170409";"801";
"170410";"1056";
"170422";"685";
"170434";"850";
"170446";"691";
"170458";"807";
"170460";"866";
"170471";"915";
"170483";"538";
"170495";"387";
"170501";"650";
"170513";"273";
"170537";"409";
"170562";"492";
"170574";"704";
"170586";"771";
"170598";"487";
"170604";"492";
"170628";"327";
"170630";"268";
"170641";"275";
"170653";"209";
"170665";"496";
"170677";"355";
"170689";"366";
"170690";"259";
"170720";"465";
"170732";"1122";
"170768";"3814";
"170770";"1960";
"170781";"2862";
"170793";"2841";
"170926";"103";
"170963";"655";
"170975";"622";
"171529";"2540";
"171566";"1903";
"171578";"3014";
"171580";"143";
"171591";"1587";
"171608";"1977";
"171621";"981";
"171633";"1414";
"171645";"1988";
"171657";"1928";
"171827";"2484";
"171839";"187";
"171943";"390";
"171955";"314";
"172182";"2842";
"172194";"2168";
"172200";"2591";
"172212";"2555";
"172224";"1229";
"172236";"1515";
"172250";"1458";
"172420";"678";
"172455";"2423";
"172467";"2281";
"172509";"1411";
"172510";"2123";
"172662";"640";
"172686";"1834";
"172698";"2786";
"172728";"2186";
"172741";"1184";
"172935";"1504";
"172947";"722";
"172959";"1457";
"172972";"1003";
"172996";"1605";
"173009";"1454";
"173101";"1143";
"173113";"452";
"173125";"1656";
"173137";"1056";
"173162";"1654";
"173174";"2259";
"173186";"2382";
"173198";"1533";
"173216";"330";
"173423";"2537";
"173472";"2327";
"173551";"1950";
"173563";"1758";
"173575";"1810";
"173599";"599";
"173654";"1419";
"173691";"841";
"173708";"2422";
"173757";"2298";
"173782";"1424";
"173794";"3310";
"173897";"2401";
"173988";"130";
"173990";"5096";
"174002";"395";
"174075";"2352";
"174087";"1105";
"174105";"1857";
"174180";"378";
"174210";"3325";
"174518";"3487";
"174520";"2392";
"174543";"2759";
"174555";"104";
"174580";"2016";
"174592";"2651";
"174970";"3655";
"175006";"151";
"175018";"2159";
"175020";"1309";
"175031";"1789";
"175043";"1941";
"175055";"2414";
"175067";"1514";
"175092";"1571";
"175122";"2382";
"175134";"2866";
"175225";"2947";
"175274";"1712";
"175316";"1106";
"175390";"655";
"175407";"619";
"175420";"992";
"175456";"2227";
"175493";"542";
"175500";"1531";
"175560";"1530";
"175572";"1836";
"175584";"43";
"175626";"564";
"175651";"2708";
"175663";"2066";
"175780";"1006";
"175791";"2371";
"175808";"1367";
"175833";"2693";
"175882";"89";
"175894";"2561";
"175924";"123";
"175936";"836";
"175948";"2690";
"175985";"2659";
"175997";"2218";
"176000";"2194";
"176011";"2056";
"176047";"2129";
"176059";"2393";
"176138";"76";
"176254";"1534";
"176280";"2389";
"176382";"2465";
"176485";"1256";
"176539";"1973";
"176540";"1481";
"176552";"1557";
"176590";"2486";
"176620";"2158";
"176643";"1521";
"176692";"1813";
"176709";"2096";
"176722";"389";
"176760";"2182";
"176783";"2480";
"176795";"2557";
"176990";"401";
"177027";"1615";
"177040";"2931";
"177052";"2987";
"177064";"2300";
"177076";"1250";
"177088";"2788";
"177090";"527";
"177143";"766";
"177301";"859";
"177313";"4376";
"177362";"364";
"177430";"294";
"177441";"2408";
"177453";"1161";
"177465";"486";
"177507";"2355";
"177532";"287";
"177556";"1161";
"177568";"2905";
"177635";"73";
"177659";"2814";
"177672";"243";
"177684";"1559";
"177696";"840";
"177702";"1473";
"177763";"1370";
"177787";"2558";
"177830";"118";
"177933";"1689";
"178019";"2178";
"178020";"2207";
"178068";"2503";
"178070";"2259";
"178093";"410";
"178147";"2296";
"178159";"1251";
"178196";"51";
"178202";"257";
"178214";"2226";
"178410";"68";
"178494";"427";
"178690";"172";
"178718";"2136";
"178792";"1418";
"178822";"1517";
"178871";"98";
"178883";"297";
"178895";"305";
"178913";"1956";
"178950";"2732";
"178962";"199";
"179048";"2411";
"179050";"1328";
"179152";"2295";
"179292";"3180";
"179309";"590";
"179310";"2272";
"179334";"766";
"179346";"1352";
"179383";"475";
"179516";"291";
"179530";"840";
"179577";"1660";
"179589";"2003";
"179607";"217";
"179620";"1749";
"179632";"2183";
"179668";"65";
"179670";"1705";
"179681";"2395";
"179693";"2332";
"179700";"1966";
"179930";"2963";
"179942";"2834";
"179954";"137";
"179966";"2832";
"179978";"1854";
"179980";"334";
"179991";"2321";
"180014";"363";
"180040";"1992";
"180051";"2694";
"180087";"81";
"180439";"1580";
"180440";"1752";
"180452";"2200";
"180464";"77";
"180490";"1569";
"180506";"2252";
"180518";"1905";
"180520";"1552";
"180531";"499";
"180658";"1923";
"180695";"350";
"180701";"241";
"180713";"3083";
"180798";"2221";
"180804";"1879";
"180889";"1675";
"180919";"353";
"181020";"1638";
"181031";"1425";
"181043";"2761";
"181122";"1236";
"181249";"771";
"181274";"236";
"181286";"2356";
"181365";"1557";
"181390";"1502";
"181420";"522";
"181500";"2220";
"181511";"490";
"181640";"625";
"181663";"3114";
"181742";"654";
"181778";"747";
"181808";"2291";
"181870";"3501";
"181948";"4457";
"181973";"3351";
"181985";"1571";
"182140";"2514";
"182151";"241";
"182242";"1417";
"182254";"2051";
"182266";"2302";
"182278";"731";
"183003";"291";
"183027";"166";
"183040";"1008";
"183052";"694";
"183064";"148";
"183076";"1360";
"183088";"409";
"183090";"77";
"183106";"722";
"183118";"293";
"183120";"25";
"183131";"148";
"183143";"147";
"183167";"839";
"183180";"143";
"183210";"131";
"183222";"132";
"183246";"361";
"183258";"66";
"183260";"728";
"183271";"274";
"183283";"1419";
"183301";"444";
"183313";"305";
"183337";"282";
"183349";"322";
"183350";"157";
"183386";"259";
"183398";"181";
"183404";"186";
"183416";"185";
"183428";"70";
"183430";"149";
"183453";"29";
"183465";"243";
"183477";"132";
"183490";"263";
"183519";"191";
"183520";"194";
"183532";"765";
"183544";"49";
"183568";"984";
"183593";"361";
"183623";"226";
"183635";"324";
"183647";"164";
"183659";"171";
"183660";"121";
"183684";"648";
"183696";"105";
"183702";"119";
"183714";"554";
"183726";"1866";
"183738";"1322";
"183740";"847";
"183751";"280";
"183763";"153";
"183775";"732";
"183787";"1019";
"183799";"84";
"183817";"100";
"183830";"203";
"183842";"286";
"183854";"357";
"183878";"215";
"183880";"262";
"183891";"156";
"183908";"157";
"183910";"1184";
"183921";"222";
"183957";"603";
"183970";"299";
"183994";"37";
"184019";"1453";
"184032";"65";
"184044";"93";
"184056";"204";
"184093";"413";
"184100";"186";
"184111";"258";
"184123";"3765";
"184135";"134";
"184147";"439";
"184159";"879";
"184160";"341";
"184184";"207";
"184214";"482";
"184238";"178";
"184240";"501";
"184251";"55";
"184263";"220";
"184275";"177";
"184287";"1600";
"184299";"526";
"184305";"269";
"184342";"1310";
"184366";"494";
"184380";"1113";
"184408";"98";
"184421";"152";
"184445";"234";
"184457";"401";
"184500";"340";
"184512";"587";
"184524";"82";
"184536";"266";
"184548";"435";
"184550";"446";
"184573";"145";
"184585";"169";
"184597";"163";
"184603";"290";
"184615";"583";
"184627";"247";
"184639";"144";
"184640";"1094";
"184652";"557";
"184664";"915";
"184676";"713";
"184688";"757";
"184690";"903";
"184706";"1415";
"184731";"768";
"184743";"396";
"184767";"285";
"184809";"231";
"184810";"58";
"184834";"297";
"184846";"265";
"184858";"863";
"184860";"281";
"184871";"541";
"184883";"388";
"184895";"226";
"184913";"1231";
"184925";"294";
"184937";"1402";
"184949";"332";
"184950";"285";
"184962";"170";
"184974";"221";
"184986";"169";
"184998";"188";
"185000";"206";
"185012";"213";
"185024";"171";
"185036";"25";
"185048";"91";
"185050";"56";
"185073";"169";
"185097";"228";
"185127";"970";
"185139";"222";
"185140";"272";
"185152";"220";
"185176";"1302";
"185188";"1061";
"185190";"1122";
"185206";"117";
"185218";"798";
"185220";"554";
"185231";"318";
"185243";"175";
"185255";"1203";
"185267";"1256";
"185279";"240";
"185292";"214";
"185309";"195";
"185310";"1338";
"185322";"977";
"185334";"137";
"185346";"207";
"185360";"772";
"185371";"214";
"185383";"378";
"185413";"398";
"185425";"123";
"185437";"813";
"185449";"215";
"185450";"232";
"185462";"112";
"185486";"270";
"185498";"164";
"185504";"166";
"185528";"295";
"185530";"68";
"185541";"268";
"185553";"248";
"185565";"145";
"185607";"846";
"185619";"223";
"185620";"172";
"185656";"67";
"185668";"194";
"185681";"191";
"185693";"226";
"185711";"708";
"185723";"240";
"185735";"170";
"185747";"314";
"185759";"203";
"185760";"394";
"185772";"1358";
"185796";"152";
"185802";"457";
"185814";"349";
"185826";"407";
"185840";"57";
"185851";"372";
"185863";"478";
"185875";"815";
"185887";"77";
"185899";"162";
"185905";"163";
"185917";"157";
"185929";"289";
"185930";"128";
"185978";"153";
"185991";"73";
"186004";"1042";
"186016";"627";
"186028";"376";
"186030";"198";
"186041";"60";
"186065";"114";
"186089";"224";
"186090";"128";
"186107";"225";
"186119";"286";
"186120";"312";
"186132";"51";
"186144";"149";
"186156";"127";
"186168";"207";
"186170";"132";
"186181";"199";
"186211";"209";
"186223";"76";
"186235";"151";
"186259";"420";
"186272";"124";
"186284";"269";
"186302";"162";
"186314";"159";
"186338";"237";
"186351";"70";
"186363";"283";
"186375";"1109";
"186387";"162";
"186405";"156";
"186417";"111";
"186429";"61";
"186430";"528";
"186442";"498";
"186454";"1319";
"186478";"197";
"186480";"202";
"186491";"183";
"186508";"294";
"186510";"210";
"186533";"351";
"186545";"318";
"186557";"102";
"186569";"110";
"186582";"236";
"186594";"164";
"186600";"100";
"186612";"209";
"186636";"399";
"186648";"144";
"186650";"26";
"186661";"397";
"186685";"319";
"186697";"134";
"186715";"129";
"186727";"154";
"186739";"107";
"186740";"1204";
"186788";"766";
"186806";"88";
"186831";"804";
"186879";"150";
"186909";"263";
"186910";"2581";
"186922";"39";
"186946";"272";
"186958";"211";
"186960";"586";
"186971";"112";
"186983";"2385";
"186995";"75";
"187008";"629";
"187010";"169";
"187021";"555";
"187033";"157";
"187045";"137";
"187057";"33";
"187069";"47";
"187070";"563";
"187094";"156";
"187100";"43";
"187112";"9";
"187148";"107";
"187150";"304";
"187161";"3139";
"187173";"630";
"187185";"881";
"187197";"136";
"187203";"110";
"187215";"670";
"187227";"181";
"187239";"74";
"187264";"143";
"187288";"596";
"187306";"523";
"187320";"23";
"187331";"2174";
"187343";"180";
"187367";"391";
"187379";"1793";
"187392";"387";
"187409";"396";
"187410";"486";
"187422";"362";
"187434";"242";
"187446";"3122";
"187458";"152";
"187460";"75";
"187471";"230";
"187483";"48";
"187513";"155";
"187525";"197";
"187537";"1910";
"187549";"1236";
"187550";"194";
"187562";"135";
"187574";"224";
"187598";"202";
"187604";"444";
"187616";"1888";
"187628";"163";
"187630";"463";
"187641";"356";
"187653";"55";
"187665";"166";
"187677";"336";
"187689";"2914";
"187690";"3032";
"187707";"2301";
"187719";"108";
"187720";"44";
"187744";"144";
"187756";"88";
"187770";"1311";
"187781";"1411";
"187793";"1425";
"187811";"254";
"187823";"149";
"187847";"1497";
"187859";"255";
"187860";"90";
"187872";"722";
"187884";"9";
"187896";"145";
"187902";"1043";
"187926";"295";
"187940";"41";
"187963";"184";
"187975";"115";
"187999";"348";
"188001";"702";
"188013";"35";
"188025";"248";
"188037";"155";
"188049";"1750";
"188050";"1275";
"188062";"86";
"188086";"2364";
"188098";"1072";
"188104";"1591";
"188128";"1187";
"188130";"401";
"188141";"1154";
"188153";"903";
"188165";"1193";
"188177";"1067";
"188189";"1025";
"188190";"1036";
"188207";"1058";
"188219";"1395";
"188220";"866";
"188232";"1267";
"188256";"255";
"188268";"283";
"188293";"1327";
"188300";"1341";
"188311";"1389";
"188335";"202";
"188359";"143";
"188360";"131";
"188372";"87";
"188396";"1892";
"188402";"107";
"188414";"168";
"188426";"44";
"188451";"600";
"188463";"143";
"188475";"1683";
"188487";"275";
"188499";"1331";
"188517";"968";
"188529";"55";
"188530";"144";
"188554";"268";
"188566";"124";
"188578";"203";
"188580";"370";
"188591";"409";
"188608";"102";
"188610";"2172";
"188621";"2717";
"188633";"130";
"188645";"74";
"188669";"1406";
"188682";"157";
"188700";"1234";
"188712";"964";
"188724";"2334";
"188736";"1293";
"188748";"922";
"188761";"146";
"188785";"35";
"188797";"28";
"188803";"857";
"188815";"45";
"188827";"1167";
"188839";"1267";
"188864";"182";
"188876";"770";
"188888";"1268";
"188890";"1237";
"188906";"23";
"188918";"47";
"188920";"89";
"188931";"109";
"188943";"165";
"188955";"28";
"188967";"22";
"188979";"146";
"188980";"434";
"188992";"105";
"189005";"487";
"189017";"772";
"189030";"104";
"189054";"94";
"189066";"927";
"189078";"992";
"189080";"1459";
"189108";"1084";
"189110";"845";
"189121";"1258";
"189133";"1212";
"189145";"1233";
"189157";"229";
"189169";"185";
"189170";"1232";
"189194";"1074";
"189200";"94";
"189212";"52";
"189224";"53";
"189236";"218";
"189248";"165";
"189250";"1209";
"189261";"1307";
"189273";"1240";
"189285";"1148";
"189297";"1310";
"189303";"1287";
"189315";"1009";
"189339";"957";
"189340";"362";
"189352";"78";
"189388";"189";
"189390";"1143";
"189406";"1532";
"189418";"191";
"189420";"1789";
"189431";"3344";
"189443";"417";
"189455";"236";
"189467";"182";
"189479";"358";
"189480";"1385";
"189509";"854";
"189510";"125";
"189522";"953";
"189534";"247";
"189546";"56";
"189558";"1264";
"189560";"1260";
"189571";"1304";
"189583";"1289";
"189595";"1007";
"189601";"1108";
"189637";"300";
"189649";"190";
"189650";"520";
"189662";"95";
"189674";"65";
"189686";"965";
"189698";"1017";
"189716";"121";
"189728";"301";
"189730";"1468";
"189741";"139";
"189753";"364";
"189765";"238";
"189789";"361";
"189807";"1243";
"189819";"1011";
"189820";"1172";
"189832";"972";
"189844";"1248";
"189856";"1335";
"189868";"962";
"189870";"1013";
"189881";"356";
"189911";"991";
"189923";"1423";
"189935";"1369";
"189947";"1324";
"189959";"860";
"189960";"884";
"189984";"938";
"189996";"913";
"190007";"1182";
"190019";"1118";
"190020";"1206";
"190032";"1110";
"190044";"266";
"190070";"891";
"190081";"1345";
"190093";"1115";
"190100";"258";
"190111";"180";
"190123";"139";
"190135";"408";
"190159";"173";
"190160";"195";
"190172";"68";
"190196";"201";
"190202";"107";
"190214";"126";
"190238";"1452";
"190240";"198";
"190251";"1247";
"190263";"1553";
"190275";"660";
"190287";"1006";
"190299";"200";
"190317";"1178";
"190330";"921";
"190354";"1475";
"190378";"851";
"190380";"383";
"190391";"98";
"190408";"320";
"190410";"1122";
"190433";"2100";
"190445";"1955";
"190457";"1721";
"190469";"172";
"190470";"401";
"190482";"572";
"190494";"480";
"190512";"200";
"190524";"1202";
"190550";"708";
"190561";"61";
"190573";"163";
"190615";"551";
"190627";"285";
"190639";"581";
"190652";"801";
"190664";"1263";
"190676";"700";
"190688";"1275";
"190706";"1067";
"190718";"858";
"190720";"919";
"190731";"334";
"190743";"991";
"190755";"3564";
"190767";"3133";
"190779";"1066";
"190780";"155";
"190792";"71";
"190809";"1260";
"190810";"460";
"190834";"94";
"190846";"1262";
"190858";"76";
"190860";"316";
"190871";"1299";
"190895";"907";
"190901";"428";
"190913";"1524";
"190949";"1129";
"190950";"208";
"190962";"605";
"190974";"169";
"190986";"968";
"190998";"1030";
"191000";"1299";
"191012";"1344";
"191024";"1207";
"191036";"1115";
"191048";"443";
"191050";"292";
"191061";"154";
"191073";"489";
"191085";"118";
"191097";"116";
"191103";"897";
"191115";"43";
"191127";"76";
"191139";"554";
"191140";"897";
"191176";"87";
"191188";"915";
"191190";"989";
"191206";"202";
"191218";"326";
"191220";"96";
"191231";"927";
"191243";"771";
"191267";"213";
"191280";"1853";
"191292";"3666";
"191309";"2177";
"191310";"917";
"191322";"1122";
"191334";"1007";
"191358";"596";
"191360";"153";
"191383";"1027";
"191395";"896";
"191401";"1240";
"191425";"640";
"191437";"88";
"191449";"239";
"191474";"998";
"191486";"853";
"191504";"957";
"191516";"176";
"191528";"397";
"191530";"505";
"191541";"454";
"191553";"1230";
"191577";"108";
"191589";"872";
"191590";"199";
"191619";"94";
"191620";"182";
"191632";"233";
"191644";"1114";
"191668";"983";
"191670";"147";
"191693";"863";
"191700";"1009";
"191711";"874";
"191723";"189";
"191735";"246";
"191747";"55";
"191759";"100";
"191760";"385";
"191772";"2700";
"191784";"2365";
"191796";"3131";
"191802";"179";
"191814";"80";
"191826";"794";
"191838";"132";
"191851";"1091";
"191863";"929";
"191875";"764";
"191887";"404";
"191899";"376";
"191905";"246";
"191917";"935";
"191929";"1146";
"191930";"1126";
"191942";"1191";
"191966";"386";
"191980";"375";
"192016";"63";
"192028";"265";
"192030";"150";
"192041";"258";
"192053";"677";
"192065";"349";
"192089";"193";
"192090";"734";
"192107";"739";
"192119";"1058";
"192132";"1173";
"192144";"936";
"192156";"418";
"192168";"673";
"192170";"223";
"192193";"1210";
"192200";"97";
"192211";"972";
"192223";"612";
"192235";"1931";
"192247";"1872";
"192259";"1169";
"192260";"174";
"192272";"322";
"192284";"221";
"192296";"422";
"192302";"223";
"192326";"701";
"192338";"0";
"192340";"211";
"192387";"67";
"192399";"121";
"192405";"662";
"192429";"162";
"192442";"4329";
"192454";"2150";
"192480";"323";
"192491";"939";
"192508";"689";
"192510";"114";
"192533";"159";
"192545";"604";
"192557";"36";
"192569";"169";
"192570";"380";
"192582";"342";
"192594";"135";
"192600";"705";
"192612";"268";
"192624";"1324";
"192636";"86";
"192648";"106";
"192650";"204";
"192661";"745";
"192673";"286";
"192685";"862";
"192715";"309";
"192739";"1441";
"192740";"224";
"192752";"851";
"192776";"882";
"192806";"1382";
"192818";"258";
"192820";"766";
"192831";"411";
"192843";"433";
"192867";"138";
"192879";"285";
"192880";"213";
"192892";"96";
"192909";"207";
"192910";"228";
"192922";"66";
"192934";"2621";
"192946";"2045";
"192983";"205";
"193008";"2616";
"193010";"603";
"193021";"132";
"193033";"974";
"193045";"107";
"193057";"252";
"193069";"26";
"193070";"193";
"193082";"249";
"193094";"119";
"193100";"136";
"193112";"380";
"193124";"28";
"193136";"203";
"193148";"198";
"193150";"417";
"193161";"245";
"193173";"235";
"193185";"161";
"193197";"183";
"193203";"282";
"193227";"904";
"193240";"1376";
"193252";"1024";
"193276";"193";
"193290";"1086";
"193306";"208";
"193318";"115";
"193320";"119";
"193331";"258";
"193355";"983";
"193367";"245";
"193379";"980";
"193380";"222";
"193392";"40";
"193409";"157";
"193410";"694";
"193422";"272";
"193434";"203";
"193458";"1257";
"193483";"245";
"193495";"908";
"193501";"1091";
"193513";"670";
"193525";"164";
"193537";"751";
"193549";"102";
"193550";"838";
"193562";"249";
"193574";"370";
"193586";"1117";
"193598";"183";
"193630";"1325";
"193641";"882";
"193653";"114";
"193665";"674";
"193677";"90";
"193689";"208";
"193690";"192";
"193719";"910";
"193720";"299";
"193744";"982";
"193770";"641";
"193781";"218";
"193793";"201";
"193800";"1204";
"193811";"1335";
"193835";"187";
"193847";"321";
"193859";"230";
"193872";"1139";
